input: [SCENE]: scene_context [ACTION]: player_input,output: [CHECK]: check_required
input: [SCENE]: You are trying to determine the purpose of a series of ancient dwarven runes. [ACTION]: I use my knowledge of stonework and history to understand the runes.,output: [CHECK]: History
input: [SCENE]: You are trying to determine the purpose of a series of ancient dwarven runes. [ACTION]: I use my knowledge of stonework and history to understand the runes.,output: [CHECK]: History
input: [SCENE]: You are trying to win the support of the city's high priest. [ACTION]: I engage them in a theological discussion to prove my faith.,output: [CHECK]: Religion
input: [SCENE]: You are trying to win the support of the city's high priest. [ACTION]: I engage them in a theological discussion to prove my faith.,output: [CHECK]: Religion
input: [SCENE]: You are holding a narrow mountain pass against an advancing goblin horde. [ACTION]: I use my tactical knowledge to identify the best choke point to make our stand.,output: [CHECK]: Investigation
input: [SCENE]: You are holding a narrow mountain pass against an advancing goblin horde. [ACTION]: I use my tactical knowledge to identify the best choke point to make our stand.,output: [CHECK]: Investigation
"input: [SCENE]: You are in an ancient treasury, and the floor is a checkerboard of trapped and safe tiles. [ACTION]: I toss a small stone onto a nearby tile to see if it triggers a trap.",output: [CHECK]: Sleight of Hand
"input: [SCENE]: You are in an ancient treasury, and the floor is a checkerboard of trapped and safe tiles. [ACTION]: I toss a small stone onto a nearby tile to see if it triggers a trap.",output: [CHECK]: Sleight of Hand
input: [SCENE]: A magically shifting forest is rearranging the path behind you. [ACTION]: I try to commit the path's correct sequence to memory before it changes again.,output: [CHECK]: Intelligence
input: [SCENE]: A magically shifting forest is rearranging the path behind you. [ACTION]: I try to commit the path's correct sequence to memory before it changes again.,output: [CHECK]: Intelligence
input: [SCENE]: You are performing a funeral rite for a fallen comrade. [ACTION]: I try to deliver a moving eulogy to honor their memory.,output: [CHECK]: Performance
input: [SCENE]: You are performing a funeral rite for a fallen comrade. [ACTION]: I try to deliver a moving eulogy to honor their memory.,output: [CHECK]: Performance
input: [SCENE]: Your sword has become dull after a long battle. [ACTION]: I try to sharpen my sword with a whetstone at camp.,output: [CHECK]: Smith's Tools
input: [SCENE]: Your sword has become dull after a long battle. [ACTION]: I try to sharpen my sword with a whetstone at camp.,output: [CHECK]: Smith's Tools
"input: [SCENE]: You are trying to find fresh water in a dry, rocky region. [ACTION]: I look for signs of hidden springs, like patches of green vegetation.",output: [CHECK]: Survival
"input: [SCENE]: You are trying to find fresh water in a dry, rocky region. [ACTION]: I look for signs of hidden springs, like patches of green vegetation.",output: [CHECK]: Survival
"input: [SCENE]: You are in a cage, about to be sold at a slave auction. [ACTION]: I try to break the chains binding my hands.",output: [CHECK]: Athletics
"input: [SCENE]: You are in a cage, about to be sold at a slave auction. [ACTION]: I try to break the chains binding my hands.",output: [CHECK]: Athletics
input: [SCENE]: You are trying to determine if a noble's necklace is a real diamond or a fake. [ACTION]: I try to examine the gem for any imperfections.,output: [CHECK]: Investigation
input: [SCENE]: You are trying to determine if a noble's necklace is a real diamond or a fake. [ACTION]: I try to examine the gem for any imperfections.,output: [CHECK]: Investigation
input: [SCENE]: You are trying to create a potion that will allow you to breathe underwater. [ACTION]: I use my knowledge of alchemy to brew the potion.,output: [CHECK]: Alchemist's Supplies
input: [SCENE]: You are trying to create a potion that will allow you to breathe underwater. [ACTION]: I use my knowledge of alchemy to brew the potion.,output: [CHECK]: Alchemist's Supplies
input: [SCENE]: You are trying to determine if a crying child is a disguised monster. [ACTION]: I use my divine sense to detect any evil or fiendish presence.,output: [CHECK]: Insight
input: [SCENE]: You are trying to determine if a crying child is a disguised monster. [ACTION]: I use my divine sense to detect any evil or fiendish presence.,output: [CHECK]: Insight
input: [SCENE]: You are in a duel and your opponent is wearing heavy plate armor. [ACTION]: I look for a gap in their armor to strike at.,output: [CHECK]: Perception
input: [SCENE]: You are in a duel and your opponent is wearing heavy plate armor. [ACTION]: I look for a gap in their armor to strike at.,output: [CHECK]: Perception
input: [SCENE]: You are trying to identify a plant by its berries. [ACTION]: I use my knowledge of nature to identify the plant.,output: [CHECK]: Nature
input: [SCENE]: You are trying to identify a plant by its berries. [ACTION]: I use my knowledge of nature to identify the plant.,output: [CHECK]: Nature
input: [SCENE]: You are trying to intimidate a group of city guards into backing down. [ACTION]: I snap a wooden spear in half over my knee to show my strength.,output: [CHECK]: Intimidation
input: [SCENE]: You are trying to intimidate a group of city guards into backing down. [ACTION]: I snap a wooden spear in half over my knee to show my strength.,output: [CHECK]: Intimidation
input: [SCENE]: You are trying to tell if a politician is telling the truth. [ACTION]: I watch for signs of deception in their body language.,output: [CHECK]: Insight
input: [SCENE]: You are trying to tell if a politician is telling the truth. [ACTION]: I watch for signs of deception in their body language.,output: [CHECK]: Insight
input: [SCENE]: You are trying to recall the name of a specific demon lord. [ACTION]: I search my vast mental library for the name.,output: [CHECK]: History
input: [SCENE]: You are trying to recall the name of a specific demon lord. [ACTION]: I search my vast mental library for the name.,output: [CHECK]: History
input: [SCENE]: You are trying to heal a person who has been poisoned. [ACTION]: I use my healing magic to neutralize the poison.,output: [CHECK]: Medicine
input: [SCENE]: You are trying to heal a person who has been poisoned. [ACTION]: I use my healing magic to neutralize the poison.,output: [CHECK]: Medicine
input: [SCENE]: You are trying to determine an enemy's fighting style by watching them train. [ACTION]: I analyze their movements for weaknesses.,output: [CHECK]: Insight
input: [SCENE]: You are trying to determine an enemy's fighting style by watching them train. [ACTION]: I analyze their movements for weaknesses.,output: [CHECK]: Insight
"input: [SCENE]: You are trying to calm your horse, which has been spooked by a snake. [ACTION]: I try to soothe the animal and show it there's no danger.",output: [CHECK]: Animal Handling
"input: [SCENE]: You are trying to calm your horse, which has been spooked by a snake. [ACTION]: I try to soothe the animal and show it there's no danger.",output: [CHECK]: Animal Handling
input: [SCENE]: You are trying to survive a night in the freezing cold with no fire. [ACTION]: I use my sheer endurance to withstand the cold.,output: [CHECK]: Constitution
input: [SCENE]: You are trying to survive a night in the freezing cold with no fire. [ACTION]: I use my sheer endurance to withstand the cold.,output: [CHECK]: Constitution
input: [SCENE]: You are trying to get past a guard by seducing them. [ACTION]: I try to charm the guard with a flirtatious smile.,output: [CHECK]: Deception
input: [SCENE]: You are trying to get past a guard by seducing them. [ACTION]: I try to charm the guard with a flirtatious smile.,output: [CHECK]: Deception
input: [SCENE]: You are trying to find a specific book in a library that has been partially burned. [ACTION]: I try to find the book among the charred remains.,output: [CHECK]: Investigation
input: [SCENE]: You are trying to find a specific book in a library that has been partially burned. [ACTION]: I try to find the book among the charred remains.,output: [CHECK]: Investigation
input: [SCENE]: You are trying to convince a group of villagers that the local 'wise woman' is actually a hag. [ACTION]: I try to reveal the hag's true nature to the villagers.,output: [CHECK]: Persuasion
input: [SCENE]: You are trying to convince a group of villagers that the local 'wise woman' is actually a hag. [ACTION]: I try to reveal the hag's true nature to the villagers.,output: [CHECK]: Persuasion
"input: [SCENE]: You are trying to lead a group of inexperienced soldiers in a battle. [ACTION]: I try to issue clear, simple commands to direct the soldiers.",output: [CHECK]: Performance
"input: [SCENE]: You are trying to lead a group of inexperienced soldiers in a battle. [ACTION]: I try to issue clear, simple commands to direct the soldiers.",output: [CHECK]: Performance
input: [SCENE]: You are trying to find shelter in a storm. [ACTION]: I look for a suitable cave or overhang to wait out the storm.,output: [CHECK]: Perception
input: [SCENE]: You are trying to find shelter in a storm. [ACTION]: I look for a suitable cave or overhang to wait out the storm.,output: [CHECK]: Perception
input: [SCENE]: You are trying to bend the iron bars of a prison cell. [ACTION]: I use my rage to fuel my strength and bend the bars.,output: [CHECK]: Athletics
input: [SCENE]: You are trying to bend the iron bars of a prison cell. [ACTION]: I use my rage to fuel my strength and bend the bars.,output: [CHECK]: Athletics
