input,output
"['111', 'Valeria, a gnomish artificer who sees magic as a science to be perfected and tinkered with.', 'You are in a library where books fly and must be caught.', 'I try to build a net-launcher to catch the specific book I need.']","[""Tinker's Tools"", 'Fail', 'Your device is too powerful. It launches the net with such force that it slams the book against the far wall, damaging its delicate spine.']"
"['112', 'Thane, a dragonborn paladin sworn by a sacred oath to vanquish undeath and protect the innocent.', 'You are in the abandoned childhood home of a great villain.', 'I search their old bedroom for clues to their motivations or weaknesses.']","['Investigation', 'Pass', 'You find a worn teddy bear with a hidden locket containing a picture of their parents, hinting that a past tragedy is the source of their evil.']"
"['112', 'Thane, a dragonborn paladin sworn by a sacred oath to vanquish undeath and protect the innocent.', 'You are in the abandoned childhood home of a great villain.', 'I search their old bedroom for clues to their motivations or weaknesses.']","['Investigation', 'Fail', ""The room is sterile and empty, cleaned of all personal effects long ago. The villain's past remains a closed book.""]"
"['101', 'Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger.', 'You are trying to win a game of chance against a ghost.', 'I use my loaded dice to cheat.']","['Dice Set', 'Pass', 'The ghost, bound by the rules of the game it created, does not notice your cheating. You easily win the high-stakes game.']"
"['101', 'Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger.', 'You are trying to win a game of chance against a ghost.', 'I use my loaded dice to cheat.']","['Dice Set', 'Fail', ""The dice pass right through the ghost's spectral hand. It seems mortal cheating has no effect on the ethereal plane. You are forced to play fairly.""]"
"['102', 'Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness.', 'You are in a city carved on the back of a giant, sleeping turtle.', ""I try to determine if the recent 'earthquakes' are the turtle waking up.""]","['Nature', 'Pass', 'You place your hand on the ground and can feel a slow, rhythmic vibration, like a massive heart beating faster. The turtle is definitely stirring.']"
"['102', 'Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness.', 'You are in a city carved on the back of a giant, sleeping turtle.', ""I try to determine if the recent 'earthquakes' are the turtle waking up.""]","['Nature', 'Fail', ""The tremors feel like normal geological activity. You can't sense any sign of life from the great creature beneath your feet.""]"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins.', 'You are in a library where books are made of shifting crystal.', 'I try to read a book by calming my mind and attuning to its resonant frequency.']","['Arcana', 'Pass', 'You focus your mind, and the swirling patterns in the crystal resolve into legible text. You are able to read the strange, crystalline book.']"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins.', 'You are in a library where books are made of shifting crystal.', 'I try to read a book by calming my mind and attuning to its resonant frequency.']","['Arcana', 'Fail', ""The crystal's frequency is too chaotic. Trying to read it gives you a splitting headache and fills your mind with confusing, discordant images.""]"
"['104', 'Finn, a charismatic bard who travels the world collecting stories and songs.', 'You are trying to de-escalate a standoff between a starving orphan and a struggling baker.', ""I offer to perform a song in the baker's shop for a day to pay for the stolen bread.""]","['Performance', 'Pass', 'The baker, intrigued by your offer and seeing a way to attract more customers, agrees. The situation is defused, and the orphan gets to eat.']"
"['104', 'Finn, a charismatic bard who travels the world collecting stories and songs.', 'You are trying to de-escalate a standoff between a starving orphan and a struggling baker.', ""I offer to perform a song in the baker's shop for a day to pay for the stolen bread.""]","['Performance', 'Fail', ""The baker is too angry to listen to your novel proposal. 'I want justice, not a concert!' he shouts, calling for the city watch.""]"
"['105', 'Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land.', 'An NPC is having a crisis of faith after a tragedy.', 'I try to restore their faith by debating theology with them.']","['Religion', 'Pass', ""You engage them in a deep, compassionate theological discussion. You don't have all the answers, but your unwavering faith helps them find their own again.""]"
"['105', 'Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land.', 'An NPC is having a crisis of faith after a tragedy.', 'I try to restore their faith by debating theology with them.']","['Religion', 'Fail', 'Your dogmatic answers and theological platitudes ring hollow in the face of their very real pain. Your words only push them further away from their faith.']"
"['106', 'Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters.', 'You are trying to identify a set of tracks that seem to be made of pure fire.', 'I use my knowledge of supernatural creatures to identify the tracks.']","['Survival', 'Pass', 'You recognize the tracks from an old legend. They belong to a Hell Hound, a creature from the infernal planes.']"
"['106', 'Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters.', 'You are trying to identify a set of tracks that seem to be made of pure fire.', 'I use my knowledge of supernatural creatures to identify the tracks.']","['Survival', 'Fail', 'The tracks are completely unnatural. You have no idea what kind of creature could leave a trail of fire in its wake.']"
"['107', 'Alistair, a warlock who made a pact with an unknowable entity from beyond the stars.', 'You are in a marketplace that trades in memories instead of gold.', 'I try to purchase the memory of a secret password from a vendor.']","['Deception', 'Pass', 'You offer a trivial, happy memory of a childhood pet. The vendor, thinking it is a memory of a powerful magical beast, accepts the trade. You have your password.']"
"['107', 'Alistair, a warlock who made a pact with an unknowable entity from beyond the stars.', 'You are in a marketplace that trades in memories instead of gold.', 'I try to purchase the memory of a secret password from a vendor.']","['Deception', 'Fail', 'The memory vendor is a powerful telepath. It senses the true, trivial nature of the memory you are offering and refuses the trade, calling you a cheapskate.']"
"['108', 'Ser Galahad, a noble knight sworn by an oath of chivalry to protect the innocent.', 'You are trying to win the trust of a wild, majestic eagle.', 'I approach it slowly, with an offering of food and no sudden movements.']","['Animal Handling', 'Pass', 'The eagle, sensing you are not a threat, cautiously accepts your offering. It allows you to get close, a sign of trust.']"
"['108', 'Ser Galahad, a noble knight sworn by an oath of chivalry to protect the innocent.', 'You are trying to win the trust of a wild, majestic eagle.', 'I approach it slowly, with an offering of food and no sudden movements.']","['Animal Handling', 'Fail', 'You get too close, too fast. The eagle sees you as a predator, lets out a piercing shriek, and flies away.']"
