"input: player_id, character_backstory, scene_context, player_input","output: check_required, outcome_type"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to determine if a crying child is a disguised monster., I use my divine sense to detect any evil or fiendish presence.","output: Insight, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to determine if a crying child is a disguised monster., I use my divine sense to detect any evil or fiendish presence.","output: Insight, Fail"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are in a duel and your opponent is wearing heavy plate armor., I look for a gap in their armor to strike at.","output: Perception, Pass"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are in a duel and your opponent is wearing heavy plate armor., I look for a gap in their armor to strike at.","output: Perception, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to identify a plant by its berries., I use my knowledge of nature to identify the plant.","output: Nature, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to identify a plant by its berries., I use my knowledge of nature to identify the plant.","output: Nature, Fail"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are trying to intimidate a group of city guards into backing down., I snap a wooden spear in half over my knee to show my strength.","output: Intimidation, Pass"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are trying to intimidate a group of city guards into backing down., I snap a wooden spear in half over my knee to show my strength.","output: Intimidation, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to tell if a politician is telling the truth., I watch for signs of deception in their body language.","output: Insight, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to tell if a politician is telling the truth., I watch for signs of deception in their body language.","output: Insight, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to recall the name of a specific demon lord., I search my vast mental library for the name.","output: History, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to recall the name of a specific demon lord., I search my vast mental library for the name.","output: History, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to heal a person who has been poisoned., I use my healing magic to neutralize the poison.","output: Medicine, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to heal a person who has been poisoned., I use my healing magic to neutralize the poison.","output: Medicine, Fail"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are trying to determine an enemy's fighting style by watching them train., I analyze their movements for weaknesses.","output: Insight, Pass"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are trying to determine an enemy's fighting style by watching them train., I analyze their movements for weaknesses.","output: Insight, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to calm your horse, which has been spooked by a snake., I try to soothe the animal and show it there's no danger.","output: Animal Handling, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to calm your horse, which has been spooked by a snake., I try to soothe the animal and show it there's no danger.","output: Animal Handling, Fail"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are trying to survive a night in the freezing cold with no fire., I use my sheer endurance to withstand the cold.","output: Constitution, Pass"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are trying to survive a night in the freezing cold with no fire., I use my sheer endurance to withstand the cold.","output: Constitution, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to get past a guard by seducing them., I try to charm the guard with a flirtatious smile.","output: Deception, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to get past a guard by seducing them., I try to charm the guard with a flirtatious smile.","output: Deception, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to find a specific book in a library that has been partially burned., I try to find the book among the charred remains.","output: Investigation, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to find a specific book in a library that has been partially burned., I try to find the book among the charred remains.","output: Investigation, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to convince a group of villagers that the local 'wise woman' is actually a hag., I try to reveal the hag's true nature to the villagers.","output: Persuasion, Pass"
